racer_no,name,kana,branch,grade,era,birth_ymd,sex,age,height,weight,blood,win_rate,place_rate,avg_st,prev_grade,prev2_grade,prev3_grade,prev_ability_index,ability_index,year,season,period_from,period_to,training_term,birthplace,course1_entry_count,course1_place_rate,course1_avg_st,course1_avg_st_rank,course2_entry_count,course2_place_rate,course2_avg_st,course2_avg_st_rank,course3_entry_count,course3_place_rate,course3_avg_st,course3_avg_st_rank,course4_entry_count,course4_place_rate,course4_avg_st,course4_avg_st_rank,course5_entry_count,course5_place_rate,course5_avg_st,course5_avg_st_rank,course6_entry_count,course6_place_rate,course6_avg_st,course6_avg_st_rank
3236,田　上　　晋　六,ﾀｶﾞﾐ ｽｽﾑ,東京,B1,S,370504,1,57,163,51,B,5.04,34.4,0.17,B1,B1,B1,47.0,48.0,2020,1,20190501,20191031,58,東　京,10,50.0,0.17,3.6,10,40.0,0.19,3.6,17,35.3,0.16,3.0,25,40.0,0.15,2.8,18,27.8,0.17,3.2,13,15.4,0.2,4.0
3276,鈴　木　　貴　司,ｽｽﾞｷ ﾀｶｼ,愛知,B1,S,410615,1,53,165,59,AB,3.19,14.0,0.22,B1,B1,B1,43.0,41.0,2020,1,20190501,20191031,59,愛　知,9,55.6,0.21,4.3,10,0.0,0.26,4.9,10,20.0,0.21,4.4,11,9.1,0.23,4.6,9,0.0,0.2,4.0,7,0.0,0.18,4.4
3298,定　野　　久　恵,ｻﾀﾞﾉ ﾋｻｴ,静岡,B1,S,420223,2,52,156,49,O,3.83,18.3,0.17,B2,B2,B2,43.0,45.0,2020,1,20190501,20191031,60,静　岡,8,12.5,0.24,4.0,9,33.3,0.2,3.4,12,33.3,0.19,3.3,13,15.4,0.14,3.1,12,8.3,0.17,3.1,6,0.0,0.14,2.8
3360,原　田　　富士男,ﾊﾗﾀﾞ ﾌｼﾞｵ,福岡,A1,S,440217,1,50,162,52,A,6.34,49.0,0.19,A2,A2,A2,51.0,53.0,2020,1,20190501,20191031,62,福　岡,29,86.2,0.17,3.8,38,65.8,0.2,4.1,30,43.3,0.19,3.9,30,40.0,0.2,4.0,20,0.0,0.22,5.0,6,0.0,0.17,4.0
3393,行　谷　　吉　範,ﾅﾒｶﾞﾔ ﾖｼﾉﾘ,東京,B1,S,401103,1,54,164,54,O,3.56,18.1,0.22,B2,B1,B1,40.0,42.0,2020,1,20190501,20191031,64,神奈川,12,33.3,0.18,3.5,13,15.4,0.2,3.8,11,27.3,0.22,4.1,10,10.0,0.23,3.3,11,18.2,0.21,3.5,9,0.0,0.27,4.9
3417,河　相　　秀　行,ｶｱｲ ﾋﾃﾞﾕｷ,東京,B1,S,441118,1,50,157,50,A,3.13,6.5,0.15,B1,B1,B1,44.0,43.0,2020,1,20190501,20191031,64,東　京,17,11.8,0.15,2.5,22,4.5,0.16,3.2,22,9.1,0.14,2.5,12,8.3,0.15,2.9,16,0.0,0.13,2.3,18,5.6,0.18,3.3
3425,中　谷　　有　希,ﾅｶﾀﾆ ﾕｳｷ,東京,B2,S,411120,1,53,164,58,O,1.8,3.3,0.26,B2,B2,B2,42.0,35.0,2020,1,20190501,20191031,65,東　京,3,0.0,0.35,5.0,5,20.0,0.27,4.8,3,0.0,0.26,5.3,5,0.0,0.22,4.6,8,0.0,0.25,4.8,6,0.0,0.26,5.2
3465,塚　崎　　　　勝,ﾂｶｻﾞｷ ﾏｻﾙ,東京,B1,S,421221,1,52,159,56,A,3.34,7.6,0.21,B1,B1,B1,47.0,43.0,2020,1,20190501,20191031,66,東　京,14,42.9,0.16,3.7,17,0.0,0.18,3.5,19,0.0,0.22,4.4,8,12.5,0.17,2.6,15,0.0,0.23,4.1,19,0.0,0.25,4.2
3480,金　子　　建　二,ｶﾈｺ ｹﾝｼﾞ,群馬,B1,S,451118,1,49,163,57,A,3.05,10.8,0.19,B2,B1,B1,35.0,41.0,2020,1,20190501,20191031,66,群　馬,15,33.3,0.19,3.5,14,7.1,0.17,4.3,14,14.3,0.17,2.5,19,5.3,0.19,3.4,13,0.0,0.21,3.8,8,0.0,0.21,5.0
3529,松　本　　勝　也,ﾏﾂﾓﾄ ｶﾂﾔ,兵庫,A1,S,460901,1,48,162,53,O,6.42,47.4,0.16,A1,A1,A1,56.0,53.0,2020,1,20190501,20191031,68,兵　庫,29,86.2,0.15,2.8,19,63.2,0.17,3.7,25,44.0,0.18,3.0,28,39.3,0.16,3.1,25,24.0,0.15,3.0,14,7.1,0.17,3.6
3575,田野邊　　秀　樹,ﾀﾉﾍﾞ ﾋﾃﾞｷ,埼玉,B1,S,470828,1,47,166,55,B,4.19,14.2,0.17,B1,B1,B1,48.0,46.0,2020,1,20190501,20191031,70,東　京,13,38.5,0.16,2.9,16,6.3,0.18,3.9,15,13.3,0.17,3.1,18,11.1,0.17,2.8,15,13.3,0.16,3.2,14,7.1,0.16,4.1
3633,山　本　　修　次,ﾔﾏﾓﾄ ｼｭｳｼﾞ,滋賀,B1,S,450427,1,49,170,57,AB,3.0,9.0,0.2,B2,B2,B2,40.0,42.0,2020,1,20190501,20191031,72,滋　賀,12,16.7,0.2,4.2,16,12.5,0.22,4.2,14,0.0,0.18,3.1,13,15.4,0.23,3.9,13,7.7,0.15,3.2,9,0.0,0.24,5.0
3636,坂　野　　泰　章,ｻｶﾉ ﾔｽｱｷ,山口,B1,S,451202,1,49,168,52,B,3.84,17.5,0.16,B1,B1,B1,43.0,45.0,2020,1,20190501,20191031,72,山　口,12,50.0,0.13,2.3,17,29.4,0.17,3.2,15,6.7,0.18,2.9,13,15.4,0.14,3.5,14,7.1,0.16,2.6,20,5.0,0.17,3.5
3691,加　藤　　知　弘,ｶﾄｳ ﾄﾓﾋﾛ,群馬,B1,S,451213,1,49,168,57,AB,4.76,27.8,0.18,B1,B1,B1,47.0,47.0,2020,1,20190501,20191031,74,栃　木,15,66.7,0.16,2.6,15,33.3,0.21,3.7,17,35.3,0.16,3.5,19,10.5,0.18,2.9,18,16.7,0.17,3.3,17,5.9,0.2,4.8
3694,木　村　　恒　一,ｷﾑﾗ ｺｳｲﾁ,大阪,B1,S,460914,1,48,167,60,A,3.84,20.0,0.17,B1,B1,B1,44.0,45.0,2020,1,20190501,20191031,74,大　阪,10,80.0,0.11,2.0,21,33.3,0.2,4.0,19,15.8,0.16,3.2,16,6.3,0.18,3.3,20,0.0,0.15,3.6,10,0.0,0.19,4.2
3750,笠　井　　広　幸,ｶｻｲ ﾋﾛﾕｷ,徳島,B1,S,451130,1,49,164,61,O,4.19,14.8,0.18,B1,B1,B1,45.0,47.0,2020,1,20190501,20191031,76,徳　島,15,40.0,0.14,2.3,20,25.0,0.17,3.0,20,0.0,0.18,3.1,21,9.5,0.2,3.9,23,13.0,0.19,3.8,9,0.0,0.24,5.2
3759,前　田　　義　哲,ﾏｴﾀﾞ ﾖｼﾃﾂ,福井,B2,S,470118,1,47,162,54,A,2.97,10.5,0.23,B2,B1,B1,42.0,39.0,2020,1,20190501,20191031,76,福　井,6,33.3,0.21,4.3,4,0.0,0.14,3.0,11,9.1,0.21,4.1,7,14.3,0.3,5.0,3,0.0,0.18,5.3,7,0.0,0.29,5.6
3791,川　俣　　昌　史,ｶﾜﾏﾀ ﾏｻﾋﾄ,群馬,B1,S,470702,1,47,167,53,A,3.03,12.7,0.2,B1,B1,B1,43.0,40.0,2020,1,20190501,20191031,77,栃　木,13,38.5,0.17,3.1,13,15.4,0.2,3.2,18,5.6,0.19,3.2,17,17.6,0.19,3.6,13,0.0,0.22,3.3,11,0.0,0.22,4.6
3799,今　泉　　和　則,ｲﾏｲｽﾞﾐ ｶｽﾞﾉﾘ,愛知,B1,S,481208,1,46,171,53,A,4.42,23.3,0.14,B1,B1,A2,44.0,47.0,2020,1,20190501,20191031,77,愛　知,13,38.5,0.16,2.7,14,14.3,0.13,2.4,14,35.7,0.16,2.8,14,35.7,0.15,2.1,19,21.1,0.13,2.6,17,0.0,0.14,3.2
3829,落　合　　　　純,ｵﾁｱｲ ｼﾞﾕﾝ,福岡,B2,S,481030,1,46,165,55,B,2.81,0.0,0.19,B1,B2,B1,45.0,42.0,2020,1,20190501,20191031,78,宮　崎,3,0.0,0.19,4.7,5,0.0,0.16,4.0,5,0.0,0.18,2.0,5,0.0,0.23,4.2,9,0.0,0.18,3.7,5,0.0,0.21,5.6
3916,深　澤　　　　勉,ﾌｶｻﾜ ﾂﾄﾑ,群馬,B2,S,490630,1,45,167,57,A,3.79,18.7,0.16,B1,B1,B1,44.0,43.0,2020,1,20190501,20191031,81,群　馬,8,62.5,0.18,4.0,12,16.7,0.16,3.3,4,25.0,0.12,1.8,8,0.0,0.17,4.0,7,14.3,0.18,2.6,9,0.0,0.13,3.6
4008,中　尾　　　　誠,ﾅｶｵ ﾏｺﾄ,佐賀,A1,S,540322,1,40,162,48,A,6.43,53.1,0.18,A2,B1,B2,51.0,52.0,2020,1,20190501,20191031,84,佐　賀,20,70.0,0.16,2.8,17,82.4,0.18,3.5,15,40.0,0.21,4.5,14,50.0,0.17,3.4,13,53.8,0.18,3.3,15,13.3,0.19,3.9
4265,村　上　　祐　次,ﾑﾗｶﾐ ﾕｳｼﾞ,東京,B1,S,600304,1,34,168,56,O,3.37,16.4,0.19,B1,B1,B1,44.0,41.0,2020,1,20190501,20191031,93,神奈川,9,11.1,0.16,2.8,11,9.1,0.19,4.2,6,16.7,0.14,2.3,12,33.3,0.19,2.6,10,30.0,0.15,3.4,19,5.3,0.23,4.4
4354,古　川　　　　舞,ﾌﾙｶﾜ ﾏｲ,東京,B1,S,581015,2,36,156,47,O,3.97,12.8,0.19,B1,B1,B1,45.0,46.0,2020,1,20190501,20191031,97,北海道,8,12.5,0.21,3.9,13,30.8,0.2,3.9,17,5.9,0.17,3.3,11,27.3,0.2,3.5,13,0.0,0.2,4.0,8,0.0,0.21,5.1
4542,高　木　　圭　右,ﾀｶｷﾞ ｹｲｽｹ,東京,B1,S,621120,1,32,163,59,A,2.94,11.7,0.19,B2,B1,B2,41.0,40.0,2020,1,20190501,20191031,104,東　京,11,27.3,0.18,3.2,13,7.7,0.22,4.0,18,5.6,0.2,4.2,16,12.5,0.19,4.3,10,10.0,0.18,3.9,17,11.8,0.19,3.8
4670,芦　村　　幸　香,ｱｼﾑﾗ ｻﾁｶ,山口,B2,S,600609,2,34,156,44,B,2.85,12.1,0.21,B2,B2,B2,48.0,40.0,2020,1,20190501,20191031,109,山　口,5,20.0,0.21,4.0,7,14.3,0.23,4.9,6,33.3,0.25,5.0,3,0.0,0.24,5.3,5,0.0,0.13,3.6,7,0.0,0.21,3.9
4721,金　光　　佑　治,ｶﾈﾐﾂ ﾕｳｼﾞ,大阪,B2,S,590514,1,35,162,51,O,1.35,0.0,0.24,B2,B2,B2,34.0,32.0,2020,1,20190501,20191031,111,大　阪,2,0.0,0.29,5.0,5,0.0,0.25,5.2,7,0.0,0.2,4.5,5,0.0,0.25,6.0,15,0.0,0.23,4.6,21,0.0,0.26,5.5
4745,関　野　　　　龍,ｾｷﾉ ﾘｮｳ,福岡,B2,H,041210,1,27,158,51,AB,1.88,3.3,0.18,B2,B2,B2,42.0,35.0,2020,1,20190501,20191031,111,福　岡,6,33.3,0.23,3.5,11,0.0,0.15,3.3,13,0.0,0.2,4.2,8,0.0,0.19,3.4,8,0.0,0.18,3.9,15,0.0,0.18,3.3
4829,塚　脇　　奈　美,ﾂｶﾜｷ ﾅﾐ,広島,B2,H,070117,2,24,150,43,B,0.0,0.0,0.0,B2,B2,B2,0.0,0.0,2020,1,20190501,20191031,114,広　島,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
4972,横　川　　光　弥,ﾖｺｶﾞﾜ ｺｳﾔ,福井,B2,H,040201,1,27,168,59,A,1.09,0.0,0.21,B2,B2,B2,30.0,31.0,2020,1,20190501,20191031,120,石　川,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0.0,0.23,4.7,84,0.0,0.21,4.5
2907,土井内　　大　助,ﾄﾞｲｳﾁ ﾀﾞｲｽｹ,香川,B1,S,291201,1,65,165,56,B,3.24,4.8,0.2,B1,B2,B1,43.0,43.0,2020,2,20191101,20200430,45,高　知,10,10.0,0.18,3.5,31,0.0,0.21,3.9,19,5.3,0.21,3.6,14,14.3,0.2,2.9,4,0.0,0.19,3.5,5,0.0,0.23,4.2
2992,今　村　　　　豊,ｲﾏﾑﾗ ﾕﾀｶ,山口,A1,S,360622,1,59,162,50,A,6.65,40.2,0.14,A1,A1,A1,64.0,68.0,2020,2,20191101,20200430,48,山　口,21,81.0,0.15,3.0,15,40.0,0.17,3.1,14,35.7,0.13,2.6,19,36.8,0.13,2.2,17,23.5,0.11,2.5,11,0.0,0.14,2.8
3073,北　岡　　　　淳,ｷﾀｵｶ ｱﾂｼ,佐賀,B1,S,370805,1,57,164,56,A,2.63,11.9,0.17,B1,B1,B1,44.0,38.0,2020,2,20191101,20200430,51,熊　本,16,43.8,0.16,3.0,10,10.0,0.19,3.1,9,0.0,0.22,4.3,14,0.0,0.15,3.4,17,5.9,0.19,3.0,27,7.4,0.16,3.0
3138,椎　名　　政　浩,ｼｲﾅ ﾏｻﾋﾛ,東京,B2,S,350226,1,60,160,54,B,3.32,8.5,0.22,B1,B2,B1,44.0,43.0,2020,2,20191101,20200430,54,神奈川,8,25.0,0.18,3.6,10,10.0,0.25,5.2,10,10.0,0.23,4.6,6,0.0,0.26,5.0,9,0.0,0.19,4.3,4,0.0,0.25,5.5
3245,池　上　　裕　次,ｲｹｶﾞﾐ ﾕｳｼﾞ,埼玉,B1,S,390913,1,55,164,55,O,4.11,21.1,0.18,B1,B1,A2,43.0,45.0,2020,2,20191101,20200430,58,埼　玉,13,61.5,0.1,2.8,19,21.1,0.18,3.9,22,9.1,0.17,3.9,22,13.6,0.18,3.8,13,23.1,0.19,3.8,15,13.3,0.22,4.5
3281,塚　本　　太二郎,ﾂｶﾓﾄ ﾀｲｼﾞﾛｳ,大阪,B1,S,420126,1,53,160,52,O,3.5,14.2,0.22,B1,B1,B1,43.0,44.0,2020,2,20191101,20200430,59,大　阪,12,41.7,0.2,4.1,19,10.5,0.2,4.3,24,16.7,0.22,3.9,17,17.6,0.23,4.1,19,5.3,0.24,5.0,14,0.0,0.25,5.3
3325,福　本　　忠　治,ﾌｸﾓﾄ ﾀﾀﾞﾊﾙ,長崎,B1,S,420807,1,52,157,55,A,2.59,3.1,0.19,B2,B1,B1,42.0,40.0,2020,2,20191101,20200430,61,長　崎,10,20.0,0.18,4.5,9,0.0,0.2,3.7,12,0.0,0.15,3.1,9,0.0,0.19,3.6,18,0.0,0.18,3.8,6,0.0,0.26,5.8
3335,小　菅　　文　隆,ｺｽｶﾞ ﾌﾐﾀｶ,佐賀,B1,S,440425,1,51,167,63,O,3.58,16.6,0.22,B1,B1,B1,46.0,43.0,2020,2,20191101,20200430,61,佐　賀,12,58.3,0.17,2.6,27,18.5,0.24,4.3,25,12.0,0.18,3.4,14,0.0,0.24,4.6,6,0.0,0.31,5.5,6,0.0,0.3,5.7
3398,有　田　　　　岳,ｱﾘﾀ ﾀｶｼ,埼玉,B1,S,420112,1,53,159,51,A,3.27,11.4,0.2,B1,B1,B2,42.0,41.0,2020,2,20191101,20200430,64,埼　玉,7,0.0,0.18,4.0,13,7.7,0.25,4.0,12,8.3,0.19,3.8,11,18.2,0.19,3.2,10,20.0,0.22,3.9,17,11.8,0.18,3.7
3460,堤　　　　健　一,ﾂﾂﾐ ｹﾝｲﾁ,東京,B1,S,420119,1,53,157,50,A,3.7,16.4,0.19,B1,B1,B1,48.0,44.0,2020,2,20191101,20200430,66,神奈川,12,66.7,0.22,3.7,16,0.0,0.18,3.4,14,14.3,0.16,2.5,11,9.1,0.22,4.4,15,6.7,0.18,3.6,11,9.1,0.2,3.5
3521,今　村　　賢二郎,ｲﾏﾑﾗ ｹﾝｼﾞﾛｳ,福岡,B1,S,430704,1,51,160,62,A,3.21,9.8,0.18,B2,B1,B1,42.0,43.0,2020,2,20191101,20200430,68,熊　本,10,20.0,0.17,3.9,12,0.0,0.17,3.8,16,18.8,0.17,2.9,10,10.0,0.2,4.1,18,5.6,0.19,3.9,15,6.7,0.18,4.2
3585,井　川　　真　人,ｲｶﾜ ﾏｻﾄ,岡山,B1,S,480315,1,47,163,56,A,4.21,20.8,0.19,B1,B1,B1,46.0,46.0,2020,2,20191101,20200430,70,岡　山,18,38.9,0.2,3.4,21,33.3,0.19,3.7,21,14.3,0.18,3.6,17,23.5,0.15,3.2,17,11.8,0.18,3.8,26,7.7,0.22,4.7
3673,小　林　　　　享,ｺﾊﾞﾔｼ ﾄｵﾙ,群馬,B1,S,470827,1,47,165,57,A,4.21,19.1,0.21,B1,B1,B1,46.0,46.0,2020,2,20191101,20200430,73,群　馬,9,44.4,0.15,2.1,11,36.4,0.15,3.1,6,33.3,0.21,3.7,13,0.0,0.23,5.1,15,6.7,0.27,4.9,14,14.3,0.21,4.6
3695,安　東　　　　将,ｱﾝﾄﾞｳ ｽｽﾑ,山口,B1,S,461104,1,48,161,53,A,3.62,14.6,0.19,B1,B1,B1,44.0,44.0,2020,2,20191101,20200430,74,山　口,11,9.1,0.16,3.1,20,45.0,0.17,4.1,14,7.1,0.19,3.6,15,0.0,0.18,4.1,17,5.9,0.23,4.3,5,0.0,0.29,5.2
3729,松　田　　英　数,ﾏﾂﾀﾞ ﾋﾃﾞｶｽﾞ,佐賀,B1,S,461215,1,48,163,52,A,4.39,25.9,0.22,B1,B1,B1,46.0,46.0,2020,2,20191101,20200430,75,佐　賀,8,50.0,0.25,4.9,9,22.2,0.22,3.9,9,22.2,0.19,3.8,5,20.0,0.25,5.0,14,28.6,0.21,3.7,10,10.0,0.22,4.5
3762,豊　田　　光　紀,ﾄﾖﾀﾞ ﾐﾂﾉﾘ,福井,B2,S,470903,1,47,160,55,B,2.5,6.5,0.19,B2,B2,B1,44.0,39.0,2020,2,20191101,20200430,76,福　井,5,20.0,0.22,3.8,8,12.5,0.19,4.5,6,16.7,0.15,3.2,6,0.0,0.19,4.0,8,0.0,0.2,3.4,13,0.0,0.19,3.9
3856,水　野　　暁　広,ﾐｽﾞﾉ ｱｷﾋﾛ,愛知,B1,S,471123,1,47,168,57,A,3.0,6.0,0.2,B2,B1,B2,41.0,42.0,2020,2,20191101,20200430,79,愛　知,10,30.0,0.14,2.0,11,9.1,0.19,3.5,14,0.0,0.23,4.7,7,0.0,0.23,3.1,11,0.0,0.2,3.1,13,0.0,0.21,4.6
3865,関　　　　　　道,ｾｷ ﾄｵﾙ,埼玉,B1,S,500222,1,45,165,57,A,4.06,16.8,0.19,B1,B1,B1,46.0,46.0,2020,2,20191101,20200430,79,埼　玉,18,50.0,0.15,2.6,17,11.8,0.17,3.5,18,5.6,0.17,3.7,22,9.1,0.2,3.6,18,16.7,0.17,3.6,14,7.1,0.24,5.3
3979,杉　本　　洋　一,ｽｷﾞﾓﾄ ﾖｳｲﾁ,山口,B1,S,520627,1,43,165,53,B,3.42,16.8,0.21,B2,B1,B2,38.0,42.0,2020,2,20191101,20200430,83,山　口,10,40.0,0.23,4.3,20,30.0,0.21,4.1,17,17.6,0.17,3.3,11,18.2,0.19,4.3,17,0.0,0.26,4.6,14,0.0,0.2,4.2
4221,南　部　　圭　史,ﾅﾝﾌﾞ ｹｲｼ,香川,B2,S,561113,1,38,168,52,O,3.11,8.7,0.16,B1,B1,B1,44.0,42.0,2020,2,20191101,20200430,92,愛　媛,6,16.7,0.13,2.0,6,16.7,0.27,3.7,8,12.5,0.14,3.1,11,9.1,0.15,2.9,9,0.0,0.15,2.9,6,0.0,0.12,3.3
4249,曾　根　　孝　仁,ｿﾈ ﾀｶﾋﾄ,香川,B1,S,570717,1,37,170,53,B,3.89,17.8,0.16,B1,B1,B1,43.0,44.0,2020,2,20191101,20200430,93,愛　媛,18,55.6,0.14,3.1,19,21.1,0.15,3.4,24,25.0,0.16,3.1,18,5.6,0.15,3.4,29,3.4,0.19,3.8,16,0.0,0.17,3.4
4284,山　本　　良　一,ﾔﾏﾓﾄ ﾘﾖｳｲﾁ,埼玉,B1,S,590202,1,36,162,55,AB,3.42,15.0,0.19,B1,B1,B1,42.0,43.0,2020,2,20191101,20200430,94,埼　玉,14,28.6,0.17,3.4,18,11.1,0.19,3.8,18,11.1,0.23,4.7,22,27.3,0.18,3.6,18,11.1,0.18,3.8,16,0.0,0.19,4.4
4309,坂　口　　明　義,ｻｶｸﾞﾁ ｱｷﾖｼ,香川,B2,S,590115,1,36,160,52,B,3.73,14.2,0.17,B1,B1,B2,44.0,44.0,2020,2,20191101,20200430,95,香　川,5,20.0,0.1,2.6,9,0.0,0.19,4.2,9,33.3,0.19,2.7,8,0.0,0.15,3.0,10,20.0,0.18,3.7,8,12.5,0.21,4.5
4602,三　上　　泰　教,ﾐｶﾐ ﾔｽﾉﾘ,東京,B2,S,601012,1,34,163,53,B,3.05,13.9,0.2,B2,B2,B2,46.0,40.0,2020,2,20191101,20200430,106,神奈川,7,28.6,0.23,3.7,6,33.3,0.1,1.8,7,14.3,0.18,3.1,8,12.5,0.2,3.4,5,0.0,0.21,3.6,10,0.0,0.26,4.8
4622,出　村　　卓　也,ﾃﾞﾑﾗ ﾀｸﾔ,福井,B2,S,590217,1,36,167,50,A,3.75,11.3,0.18,B2,B1,B1,47.0,43.0,2020,2,20191101,20200430,107,石　川,6,33.3,0.21,3.7,8,12.5,0.19,4.8,9,11.1,0.19,3.4,5,0.0,0.12,2.4,10,10.0,0.19,3.9,7,0.0,0.17,2.2
4722,竹　野　　未　華,ﾀｹﾉ ﾐｶ,福岡,B1,S,591015,2,35,164,48,A,3.15,10.4,0.19,B2,B2,B2,43.0,42.0,2020,2,20191101,20200430,111,福　岡,9,33.3,0.18,3.3,13,7.7,0.21,3.9,13,15.4,0.17,3.5,9,0.0,0.18,3.3,12,8.3,0.16,3.2,11,0.0,0.24,4.6
4755,山　田　　貴　愛,ﾔﾏﾀﾞ ﾀｶｱｷ,長崎,B2,S,631021,1,31,170,56,B,1.56,1.5,0.22,B2,B2,B2,35.0,34.0,2020,2,20191101,20200430,112,長　崎,3,33.3,0.2,2.7,11,0.0,0.23,5.3,12,0.0,0.23,4.3,9,0.0,0.27,4.6,15,0.0,0.17,4.2,14,0.0,0.24,5.1
4768,田　代　　元　気,ﾀｼﾛ ｹﾞﾝｷ,福岡,B2,H,040520,1,28,163,49,B,2.47,4.0,0.19,B2,B2,B2,36.0,37.0,2020,2,20191101,20200430,112,熊　本,2,50.0,0.11,1.0,8,12.5,0.19,4.0,8,0.0,0.18,4.4,8,0.0,0.22,5.1,10,0.0,0.21,4.2,13,0.0,0.16,3.9
4799,大　山　　大　我,ｵｵﾔﾏ ﾀﾞｲｶﾞ,大阪,B1,H,050422,1,27,161,50,A,3.48,12.7,0.17,B2,B2,B2,42.0,43.0,2020,2,20191101,20200430,113,和歌山,7,14.3,0.17,3.0,12,16.7,0.17,3.3,12,16.7,0.18,3.5,6,16.7,0.16,3.0,13,7.7,0.18,3.2,13,7.7,0.18,4.1
4805,今　林　　由　喜,ｲﾏﾊﾞﾔｼ ﾖｼｷ,福岡,B1,S,620806,1,32,173,54,A,3.39,8.5,0.17,B1,B2,B1,41.0,43.0,2020,2,20191101,20200430,114,福　岡,11,9.1,0.17,2.3,12,25.0,0.17,3.7,11,0.0,0.15,2.7,16,12.5,0.14,2.4,20,5.0,0.16,2.9,12,0.0,0.21,4.7
4838,彦　坂　　真太郎,ﾋｺｻｶ ｼﾝﾀﾛｳ,愛知,B1,H,011118,1,30,168,55,AB,2.49,7.7,0.2,B1,B2,B1,42.0,38.0,2020,2,20191101,20200430,115,愛　知,10,20.0,0.19,4.4,11,9.1,0.15,4.4,14,7.1,0.21,3.4,10,10.0,0.2,3.6,15,6.7,0.21,4.4,18,0.0,0.2,4.9
4867,松　山　　　　靖,ﾏﾂﾔﾏ ﾔｽｼ,三重,B1,H,021002,1,29,172,59,O,3.48,11.9,0.19,B1,B1,B2,46.0,44.0,2020,2,20191101,20200430,116,三　重,9,44.4,0.19,3.4,10,10.0,0.19,3.8,12,16.7,0.17,3.8,11,0.0,0.2,3.2,14,0.0,0.2,4.2,12,8.3,0.2,4.4
2787,藤　井　　定　美,ﾌｼﾞｲ ｻﾀﾞﾐ,群馬,B1,S,300214,1,65,169,53,A,5.2,33.8,0.16,B1,B1,B1,49.0,49.0,2021,1,20200501,20201031,40,群　馬,22,86.4,0.14,2.3,22,40.9,0.15,3.1,25,32.0,0.14,3.0,17,17.6,0.17,3.8,21,4.8,0.19,4.0,14,7.1,0.16,3.9
2983,鵜　飼　　菜穂子,ｳｶｲ ﾅﾎｺ,愛知,B1,S,341004,2,61,162,45,O,2.75,11.9,0.18,B2,B2,B2,42.0,39.0,2021,1,20200501,20201031,48,愛　知,20,20.0,0.19,3.3,23,13.0,0.19,3.5,12,8.3,0.17,2.4,9,0.0,0.16,3.0,2,0.0,0.12,5.0,1,0.0,0.22,5.0
3006,上　條　　信　一,ｶﾐｼﾞﾖｳ ｼﾝｲﾁ,大阪,B1,S,320922,1,63,164,57,A,3.44,17.9,0.2,B1,B1,B1,43.0,43.0,2021,1,20200501,20201031,49,大　阪,15,40.0,0.18,3.1,16,25.0,0.17,4.1,15,20.0,0.22,4.3,13,0.0,0.2,4.1,20,15.0,0.21,4.5,10,0.0,0.28,5.2
3052,原　田　　正　己,ﾊﾗﾀﾞ ﾏｻﾐ,徳島,B1,S,371212,1,58,161,54,B,3.31,11.2,0.19,B1,B1,B1,46.0,43.0,2021,1,20200501,20201031,50,徳　島,13,46.2,0.19,2.9,21,9.5,0.21,4.8,15,0.0,0.18,4.1,15,6.7,0.16,4.5,13,0.0,0.19,3.9,12,8.3,0.23,5.0
3064,山　崎　　昭　生,ﾔﾏｻｷ ｱｷｵ,香川,A2,S,341117,1,61,162,52,O,5.49,38.9,0.15,A2,B1,A2,51.0,49.0,2021,1,20200501,20201031,51,香　川,20,60.0,0.16,2.9,22,50.0,0.14,3.2,29,27.6,0.14,3.0,25,44.0,0.14,3.0,13,15.4,0.16,2.5,9,22.2,0.2,3.9
3296,高　柳　　成　聡,ﾀｶﾔﾅｷﾞ ﾅﾙｱｷ,群馬,B1,S,420203,1,53,166,53,A,3.79,16.8,0.19,B2,B1,B1,42.0,44.0,2021,1,20200501,20201031,60,群　馬,14,50.0,0.17,2.4,14,14.3,0.19,4.6,17,23.5,0.15,3.3,13,7.7,0.16,3.2,16,0.0,0.17,3.4,15,6.7,0.27,5.1
3433,諏　訪　　忠　宏,ｽﾜ ﾀﾀﾞﾋﾛ,埼玉,B1,S,430630,1,52,164,57,A,3.13,11.9,0.2,B1,B1,B1,43.0,41.0,2021,1,20200501,20201031,65,埼　玉,15,33.3,0.15,3.0,17,11.8,0.21,4.1,14,7.1,0.2,3.7,15,13.3,0.19,3.9,19,5.3,0.23,4.9,13,0.0,0.24,5.1
3469,潮　田　　浩　子,ｳｼｵﾀﾞ ﾋﾛｺ,福井,B2,S,440831,2,51,151,47,B,0.0,0.0,0.0,B2,B2,B1,0.0,0.0,2021,1,20200501,20201031,66,福　井,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
